property_type,neighbourhood,city,gps_lat,gps_lon,infra_zone,length_m,width_m,area_m2,num_bedrooms,num_bathrooms,floor_level,shared_wc,has_parking,has_generator,has_water_meter,fiber_internet,security_gate,standby_power_kva,road_frontage_m,shopfront_quality,loading_bay,near_school,near_market,near_hospital,near_highway,near_university,structural_quality,condition_score,build_year,flood_risk,noise_level,title_type,advance_months,estimated_rent
apartment,deido,douala,4.063337,9.7062,IV,7.0,9.0,63.0,2,1,1,0,0,1,1,0,1,0.0,0.0,0,0,1,1,0,1,0,4,6,2024,0,10,foncier,6,191500
shop,makepe,douala,4.074288,9.738338,III,13.0,7.0,91.0,0,0,0,0,1,1,1,0,0,0.0,11.0,2,0,1,1,0,0,0,9,4,1995,0,1,occupation,2,456000
shop,omnisport,yaounde,3.869569,11.519927,IV,10.0,6.0,60.0,0,0,0,0,1,1,1,0,1,0.0,3.0,3,0,0,1,0,1,0,3,8,1986,0,2,occupation,3,410000
land,odza,yaounde,3.933166,11.555089,III,12.0,17.0,204.0,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,1,0,0,0,0,10,3,1978,1,5,occupation,2,25500
apartment,ekounou,yaounde,3.808801,11.549793,IV,8.0,6.0,48.0,3,2,2,0,0,1,0,0,1,0.0,0.0,0,0,1,0,1,0,0,3,10,1999,1,6,none,2,110500
studio,nlongkak,yaounde,3.86926,11.512538,IV,7.0,4.0,28.0,1,1,1,0,0,0,1,0,0,0.0,0.0,0,0,1,1,0,1,0,9,4,1994,1,1,none,3,86000
house,melen,yaounde,3.90728,11.539943,II,12.0,5.0,60.0,4,2,0,0,0,0,0,1,1,0.0,0.0,0,0,0,1,0,1,1,10,9,2012,0,3,none,3,259000
store,nkoldongo,yaounde,3.831089,11.485067,V,18.0,16.0,288.0,0,1,0,0,1,1,1,0,0,0.0,16.0,2,1,1,0,1,1,1,3,6,2005,1,4,foncier,6,413000
store,odza,yaounde,3.931476,11.558267,I,16.0,11.0,176.0,0,1,0,0,0,0,1,1,0,0.0,15.0,5,0,1,1,1,0,0,4,5,2014,1,8,none,3,441000
apartment,ekounou,yaounde,3.806184,11.552632,IV,15.0,6.0,90.0,3,1,1,0,1,0,1,0,1,0.0,0.0,0,0,1,0,0,1,1,3,7,2004,0,8,occupation,3,163000
house,deido,douala,4.059252,9.705006,III,21.0,17.0,357.0,4,3,0,0,1,1,0,1,0,0.0,0.0,0,0,0,1,0,1,1,10,9,1988,1,7,foncier,1,519000
apartment,ngousso,yaounde,3.898208,11.537448,I,5.0,8.0,40.0,4,1,3,0,0,1,1,0,1,0.0,0.0,0,0,1,1,0,0,1,9,6,1996,0,9,none,2,282000
warehouse,makepe,douala,4.079591,9.731615,II,40.0,28.0,1120.0,0,0,0,0,1,1,1,0,0,0.0,14.0,0,0,1,1,0,0,0,6,7,1982,0,6,occupation,2,862000
studio,bonapriso,douala,4.037246,9.689429,IV,6.0,5.0,30.0,1,1,0,0,0,0,1,1,0,0.0,0.0,0,0,1,0,0,1,0,9,4,1987,1,1,occupation,3,148500
apartment,essos,yaounde,3.876752,11.528033,V,7.0,9.0,63.0,3,1,3,0,1,0,1,0,1,0.0,0.0,0,0,1,1,1,1,0,10,8,1977,0,10,occupation,3,154500
warehouse,mvog_mbi,yaounde,3.857857,11.507412,V,46.0,20.0,920.0,0,0,0,0,1,1,1,1,1,30.0,9.0,1,1,1,1,0,0,0,8,9,2016,1,3,occupation,3,518500
studio,bastos,yaounde,3.877622,11.512554,III,8.0,4.0,32.0,1,1,0,0,0,0,1,0,0,0.0,0.0,0,0,1,0,1,0,0,4,10,1980,0,10,none,3,194500
house,olembe,yaounde,3.952663,11.492049,II,6.0,5.0,30.0,5,3,0,0,0,0,1,1,0,0.0,0.0,0,0,1,1,1,0,0,4,10,1975,0,8,occupation,1,211500
studio,deido,douala,4.061512,9.711413,III,7.0,5.0,35.0,1,1,0,0,0,0,1,1,1,0.0,0.0,0,0,1,0,0,0,0,8,8,1985,1,1,occupation,3,136500
land,nyalla,douala,4.102608,9.761059,III,23.0,31.0,713.0,0,0,0,0,1,0,1,1,0,0.0,0.0,0,0,1,0,0,0,0,8,4,1991,0,8,occupation,2,95500
store,nkol_foulou,yaounde,3.822773,11.479617,III,12.0,13.0,156.0,0,0,0,0,1,0,1,1,0,0.0,9.0,2,1,0,0,1,0,1,10,8,1981,0,7,occupation,3,360000
house,nlongkak,yaounde,3.862462,11.50777,III,15.0,17.0,255.0,4,1,0,0,0,1,1,0,1,0.0,0.0,0,0,1,1,0,0,0,6,9,1995,0,6,occupation,2,379000
apartment,nyalla,douala,4.097598,9.759751,III,13.0,6.0,78.0,3,2,2,0,1,0,1,1,0,0.0,0.0,0,0,1,1,0,0,0,10,6,2013,0,7,occupation,3,211500
house,nkol_foulou,yaounde,3.816196,11.481027,III,6.0,15.0,90.0,2,2,0,0,1,1,0,0,1,0.0,0.0,0,0,0,1,0,0,0,3,6,2008,0,10,none,6,137000
apartment,nlongkak,yaounde,3.866016,11.507716,V,5.0,4.0,20.0,2,2,4,0,0,0,1,0,1,0.0,0.0,0,0,1,1,1,0,1,7,5,1996,0,10,foncier,1,157500
apartment,nyalla,douala,4.10123,9.763034,III,9.0,10.0,90.0,5,1,1,0,0,1,1,0,1,0.0,0.0,0,0,0,1,0,1,0,3,8,2021,1,5,occupation,3,207000
apartment,bastos,yaounde,3.882586,11.513111,II,11.0,8.0,88.0,4,1,1,1,0,0,1,1,0,0.0,0.0,0,0,1,0,0,0,0,7,7,2021,0,7,none,6,369500
apartment,nyalla,douala,4.100202,9.757717,III,13.0,8.0,104.0,2,1,4,0,0,0,1,0,0,0.0,0.0,0,0,1,1,0,1,0,9,8,2021,0,8,foncier,6,219000
apartment,ngousso,yaounde,3.897963,11.533494,IV,9.0,7.0,63.0,2,2,1,0,1,0,1,0,1,0.0,0.0,0,0,0,1,1,1,0,8,4,2014,0,2,occupation,1,174500
apartment,nyalla,douala,4.1046,9.760735,III,13.0,10.0,130.0,5,1,2,1,1,1,1,0,0,0.0,0.0,0,0,0,1,0,1,0,6,5,1981,0,1,foncier,3,274000
house,nlongkak,yaounde,3.863286,11.505675,III,20.0,12.0,240.0,5,2,0,0,1,1,1,1,1,0.0,0.0,0,0,0,1,0,1,0,9,4,1991,0,8,none,3,426000
house,bonapriso,douala,4.037546,9.684109,IV,16.0,8.0,128.0,3,1,0,0,1,0,1,0,1,0.0,0.0,0,0,1,1,0,1,0,5,5,2007,0,7,occupation,6,341500
house,nkol_foulou,yaounde,3.819205,11.477966,I,18.0,17.0,306.0,2,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,10,6,1988,0,9,occupation,3,364000
land,yassa,douala,4.034383,9.780842,IV,48.0,10.0,480.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,1,0,1,0,0,10,8,1994,0,5,foncier,3,100500
house,bonanjo,douala,4.047114,9.690334,V,18.0,10.0,180.0,4,2,0,0,1,0,0,1,0,0.0,0.0,0,0,1,1,0,1,0,8,3,1984,0,7,none,6,267000
studio,yassa,douala,4.025685,9.778569,III,8.0,5.0,40.0,1,1,1,0,0,1,0,1,1,0.0,0.0,0,0,1,1,0,0,0,9,6,2023,0,1,foncier,3,157000
store,ndogpassi,douala,4.085172,9.745104,V,18.0,17.0,306.0,0,0,0,0,1,0,1,0,0,0.0,14.0,1,0,1,1,0,1,0,8,9,1995,0,2,none,3,427500
apartment,olembe,yaounde,3.94728,11.498905,IV,6.0,4.0,24.0,3,1,1,0,1,1,1,0,0,0.0,0.0,0,0,0,1,1,1,1,7,5,1979,0,7,foncier,3,138500
shop,nlongkak,yaounde,3.869236,11.505048,II,4.0,9.0,36.0,0,0,0,0,1,0,1,0,1,0.0,18.0,5,0,1,1,0,0,0,6,9,1991,1,4,foncier,6,419000
apartment,bastos,yaounde,3.876599,11.509247,III,12.0,7.0,84.0,2,2,2,0,0,0,1,1,1,0.0,0.0,0,0,1,1,0,1,0,5,4,1995,0,10,foncier,2,350000
store,olembe,yaounde,3.945555,11.492963,II,17.0,13.0,221.0,0,0,0,0,1,1,1,1,1,0.0,6.0,1,0,1,0,0,1,0,10,3,1985,0,3,occupation,2,507500
office,bastos,yaounde,3.882411,11.512772,IV,19.0,8.0,152.0,0,2,0,0,1,1,1,1,0,20.0,3.0,0,0,0,1,1,1,0,7,8,2002,0,9,occupation,3,718000
office,cite_sic,douala,4.065261,9.721963,IV,27.0,13.0,351.0,0,1,0,0,1,1,1,0,0,0.0,16.0,0,0,0,1,1,1,0,3,3,1989,0,2,occupation,3,857500
studio,biyem_assi,yaounde,3.8474,11.493038,IV,6.0,6.0,36.0,1,1,2,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,1,0,10,5,2002,0,3,occupation,1,117500
studio,mvog_mbi,yaounde,3.85715,11.505793,II,5.0,6.0,30.0,1,1,0,0,1,0,1,0,1,0.0,0.0,0,0,1,1,0,1,0,5,9,1989,1,1,none,3,110000
house,ndogpassi,douala,4.085805,9.743439,V,9.0,7.0,63.0,4,2,0,0,1,0,1,1,0,0.0,0.0,0,0,1,0,0,0,1,7,3,2005,0,2,none,3,138500
office,nlongkak,yaounde,3.866819,11.506189,IV,20.0,5.0,100.0,0,2,1,0,0,0,1,0,0,20.0,16.0,5,0,0,1,1,1,0,9,5,2021,0,9,none,3,427000
land,biyem_assi,yaounde,3.846518,11.486571,IV,8.0,27.0,216.0,0,0,0,0,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,5,3,1984,0,6,foncier,6,39500
studio,melen,yaounde,3.905,11.543172,III,6.0,4.0,24.0,1,1,1,0,0,1,1,1,0,0.0,0.0,0,0,1,1,0,1,0,3,3,1975,1,7,occupation,6,48000
store,bonapriso,douala,4.030189,9.686807,II,20.0,17.0,340.0,0,0,0,0,0,1,1,0,0,0.0,12.0,0,0,1,1,0,1,1,4,7,2000,0,9,foncier,2,997000
office,nkol_foulou,yaounde,3.823245,11.48487,IV,21.0,19.0,399.0,0,1,2,0,1,1,1,0,1,0.0,15.0,0,0,1,1,0,0,0,6,10,1996,0,9,occupation,3,947000
studio,ndogpassi,douala,4.088387,9.743177,III,6.0,3.0,18.0,1,1,3,0,1,1,1,1,1,0.0,0.0,0,0,1,1,1,1,0,5,5,1975,0,5,foncier,6,163500
house,logpom,douala,4.077295,9.723407,III,15.0,7.0,105.0,4,2,0,0,1,1,0,1,0,0.0,0.0,0,0,1,1,0,0,0,8,3,1977,0,5,occupation,3,221000
studio,deido,douala,4.063334,9.707051,II,4.0,6.0,24.0,1,1,1,0,0,1,0,1,0,0.0,0.0,0,0,0,0,1,0,0,7,3,2016,0,10,occupation,2,136500
shop,logpom,douala,4.080311,9.717491,IV,7.0,8.0,56.0,0,1,0,0,1,1,1,1,0,0.0,15.0,0,0,1,1,0,1,0,9,3,1982,0,2,foncier,6,317000
shop,nyalla,douala,4.102926,9.756165,III,14.0,8.0,112.0,0,1,0,0,0,1,1,0,1,0.0,14.0,0,0,1,1,1,1,0,6,8,1990,1,4,occupation,2,471500
house,cite_sic,douala,4.065642,9.722035,III,18.0,13.0,234.0,5,2,0,1,1,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0,7,4,2012,0,7,occupation,6,323000
apartment,nkoldongo,yaounde,3.825031,11.488182,III,11.0,5.0,55.0,5,2,1,1,0,1,1,1,1,0.0,0.0,0,0,1,0,0,0,0,9,3,2005,0,5,foncier,3,185500
house,bonanjo,douala,4.047633,9.695688,V,17.0,17.0,289.0,6,1,0,0,0,1,1,1,1,0.0,0.0,0,0,1,1,0,0,0,8,10,2010,0,5,occupation,3,401500
house,akwa,douala,4.046215,9.700162,V,12.0,16.0,192.0,3,2,0,0,0,0,1,1,0,0.0,0.0,0,0,1,0,0,0,1,3,9,1986,0,6,foncier,1,243000
studio,mvog_mbi,yaounde,3.854596,11.507531,III,6.0,5.0,30.0,1,1,2,0,0,0,0,1,1,0.0,0.0,0,0,0,0,0,0,0,6,4,1994,1,6,none,6,69500
warehouse,yassa,douala,4.027097,9.776652,III,56.0,32.0,1792.0,0,0,0,0,1,1,1,0,0,10.0,8.0,4,0,0,0,0,1,0,7,4,2023,0,1,foncier,6,1169000
land,omnisport,yaounde,3.872261,11.519083,IV,59.0,42.0,2478.0,0,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,1,0,0,1,8,4,1977,1,8,foncier,6,367500
house,yassa,douala,4.025092,9.777298,I,17.0,8.0,136.0,4,2,0,1,1,0,0,1,0,0.0,0.0,0,0,1,1,0,1,1,10,6,2012,0,5,occupation,3,297500
studio,nyalla,douala,4.095372,9.763524,III,8.0,4.0,32.0,1,1,2,0,0,0,1,0,0,0.0,0.0,0,0,1,1,0,1,0,9,3,1979,1,4,occupation,3,87000
apartment,ngousso,yaounde,3.898495,11.538236,II,13.0,5.0,65.0,3,2,4,0,0,1,0,1,1,0.0,0.0,0,0,0,0,1,1,1,7,9,2020,1,1,foncier,3,294500
apartment,makepe,douala,4.073387,9.739076,III,11.0,9.0,99.0,2,2,3,0,1,0,0,0,0,0.0,0.0,0,0,0,1,0,1,0,10,3,1987,1,2,none,6,191000
house,bonapriso,douala,4.038937,9.683802,V,17.0,13.0,221.0,4,1,0,1,0,0,0,1,0,0.0,0.0,0,0,1,1,0,0,1,7,8,1996,0,7,none,2,315500
house,ngousso,yaounde,3.897888,11.530815,V,14.0,15.0,210.0,5,1,0,0,1,0,1,0,1,0.0,0.0,0,0,0,0,1,0,0,6,3,2016,0,6,none,6,194500
warehouse,akwa,douala,4.048252,9.701805,III,39.0,13.0,507.0,0,0,0,0,1,0,1,1,0,0.0,18.0,4,0,1,1,0,1,0,5,6,1999,1,4,foncier,6,480000
land,cite_sic,douala,4.068107,9.725592,IV,40.0,24.0,960.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,1,1,0,0,1,5,6,2004,0,8,foncier,3,147500
studio,essos,yaounde,3.877077,11.527333,I,4.0,5.0,20.0,1,1,0,0,1,0,1,0,1,0.0,0.0,0,0,1,0,1,1,1,4,10,2013,1,3,none,3,112500
studio,essos,yaounde,3.877916,11.527161,III,7.0,3.0,21.0,1,1,0,0,0,0,1,0,0,0.0,0.0,0,0,1,0,0,1,1,3,5,1997,0,9,occupation,3,78000
warehouse,makepe,douala,4.07068,9.735669,V,59.0,22.0,1298.0,0,0,0,0,0,1,1,0,0,30.0,12.0,4,0,0,0,0,1,1,5,8,2016,0,5,foncier,1,659000
apartment,bonapriso,douala,4.037292,9.689781,III,15.0,7.0,105.0,2,2,4,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0,1,1,9,7,1990,0,10,occupation,1,363500
store,makepe,douala,4.076755,9.737055,II,16.0,7.0,112.0,0,0,0,0,1,1,1,0,0,0.0,11.0,3,1,0,1,0,0,0,5,6,2020,0,9,foncier,6,376500
studio,odza,yaounde,3.926621,11.563865,III,6.0,3.0,18.0,1,1,0,0,0,0,1,0,1,0.0,0.0,0,0,1,1,1,0,0,5,9,1975,0,7,foncier,3,82500
house,akwa,douala,4.04913,9.702135,IV,16.0,15.0,240.0,3,3,0,0,1,0,0,0,1,0.0,0.0,0,0,1,1,0,0,1,6,6,1990,0,5,occupation,2,339000
house,melen,yaounde,3.911166,11.53719,III,11.0,8.0,88.0,6,2,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,8,6,1993,0,9,foncier,6,255500
store,bastos,yaounde,3.880423,11.50821,II,9.0,19.0,171.0,0,0,0,0,1,1,1,1,0,0.0,10.0,2,0,0,1,0,0,0,10,7,2000,0,2,foncier,1,718500
house,odza,yaounde,3.933471,11.562006,III,10.0,17.0,170.0,3,1,0,0,1,1,1,0,1,0.0,0.0,0,0,1,0,1,0,1,4,4,1984,0,10,occupation,2,196500
land,mvog_mbi,yaounde,3.857034,11.501546,IV,40.0,38.0,1520.0,0,0,0,0,1,1,1,0,1,0.0,0.0,0,0,0,0,0,1,1,3,3,2021,0,7,none,1,192500
warehouse,essos,yaounde,3.878749,11.533676,IV,39.0,19.0,741.0,0,0,0,0,1,1,1,1,1,0.0,6.0,2,0,1,1,0,1,0,7,8,2017,0,3,occupation,6,472500
apartment,nlongkak,yaounde,3.861834,11.507,IV,14.0,8.0,112.0,4,2,2,0,0,1,1,1,1,0.0,0.0,0,0,1,0,1,1,0,9,6,2004,0,4,foncier,2,314000
studio,ndogpassi,douala,4.091434,9.741166,III,8.0,4.0,32.0,1,1,1,0,0,1,0,0,1,0.0,0.0,0,0,1,1,0,1,1,4,4,2008,0,7,occupation,1,127500
store,nkoldongo,yaounde,3.830416,11.489912,III,13.0,10.0,130.0,0,1,0,0,0,0,1,0,1,0.0,6.0,3,1,0,1,0,1,0,4,3,2018,1,5,foncier,3,295000
studio,nkol_foulou,yaounde,3.824681,11.484955,III,7.0,6.0,42.0,1,1,2,1,0,0,1,0,1,0.0,0.0,0,0,1,0,0,0,0,8,7,2008,0,1,none,3,78500
apartment,ngousso,yaounde,3.897222,11.539526,I,11.0,4.0,44.0,2,1,4,0,0,1,1,0,1,0.0,0.0,0,0,1,0,0,0,1,10,9,2016,1,3,foncier,6,281500
apartment,biyem_assi,yaounde,3.848362,11.486777,III,12.0,11.0,132.0,3,1,3,0,1,1,1,0,1,0.0,0.0,0,0,0,1,0,1,1,8,4,2001,1,3,foncier,3,275500
house,essos,yaounde,3.880977,11.529152,III,21.0,5.0,105.0,4,2,0,0,1,0,1,0,0,0.0,0.0,0,0,1,1,0,1,1,4,5,2017,0,4,none,1,222500
house,nkoldongo,yaounde,3.827801,11.481767,III,11.0,17.0,187.0,4,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,8,8,2016,0,8,occupation,1,265000
office,yassa,douala,4.033445,9.775376,V,21.0,15.0,315.0,0,2,5,0,1,0,1,0,0,10.0,4.0,4,0,1,1,0,0,0,6,6,2024,0,5,foncier,3,581500
studio,nkoldongo,yaounde,3.825665,11.487168,III,5.0,5.0,25.0,1,1,3,0,1,0,1,0,1,0.0,0.0,0,0,1,1,0,0,0,3,4,2017,0,10,occupation,1,104500
apartment,ndogpassi,douala,4.091827,9.745661,III,15.0,9.0,135.0,3,2,1,1,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,1,10,6,1991,1,3,none,3,211000
studio,omnisport,yaounde,3.866008,11.518666,IV,5.0,4.0,20.0,1,1,2,0,0,0,1,0,0,0.0,0.0,0,0,0,1,1,0,1,3,5,2006,0,7,none,1,84000
shop,mvog_mbi,yaounde,3.857273,11.508294,II,7.0,7.0,49.0,0,0,1,0,1,0,1,0,1,0.0,17.0,2,0,1,0,0,1,0,7,7,2009,1,1,occupation,3,383000
land,cite_sic,douala,4.063015,9.727443,II,55.0,35.0,1925.0,0,0,0,0,0,1,1,0,1,0.0,0.0,0,0,1,1,0,1,0,9,3,2004,0,3,occupation,3,379000
land,melen,yaounde,3.906408,11.544118,IV,35.0,27.0,945.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,1,0,1,1,0,5,9,2024,0,3,none,6,149500
apartment,ekounou,yaounde,3.813789,11.553286,IV,13.0,5.0,65.0,4,1,2,0,1,1,1,0,1,0.0,0.0,0,0,1,1,1,1,1,9,8,1983,0,9,occupation,3,194000
apartment,nlongkak,yaounde,3.864241,11.509821,V,7.0,11.0,77.0,2,1,1,0,1,0,0,1,1,0.0,0.0,0,0,0,0,1,1,1,3,9,1978,0,1,occupation,1,161000
house,bonanjo,douala,4.047786,9.691261,III,17.0,8.0,136.0,3,1,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,1,0,1,4,5,2006,0,5,foncier,1,376500
store,ekounou,yaounde,3.806437,11.554428,IV,11.0,10.0,110.0,0,1,0,0,1,0,1,0,1,0.0,19.0,3,0,0,1,0,1,0,4,10,2019,0,1,foncier,3,268500
office,bonapriso,douala,4.03909,9.688192,II,26.0,16.0,416.0,0,2,3,0,0,0,1,0,0,10.0,10.0,2,0,1,0,0,0,0,3,10,2014,1,8,none,2,1565500
warehouse,cite_sic,douala,4.06069,9.728434,III,41.0,17.0,697.0,0,0,0,0,0,0,1,1,0,0.0,7.0,4,0,1,0,0,1,0,9,3,1977,1,3,occupation,3,458500
apartment,biyem_assi,yaounde,3.847932,11.493846,IV,7.0,9.0,63.0,3,1,3,0,0,1,1,1,1,0.0,0.0,0,0,0,1,0,1,1,8,5,1982,0,2,none,6,198500
house,mvog_mbi,yaounde,3.852464,11.506064,I,21.0,5.0,105.0,3,1,0,0,1,1,1,0,0,0.0,0.0,0,0,1,1,0,1,1,7,3,2020,0,1,occupation,6,291000
house,ngousso,yaounde,3.8965,11.537994,IV,18.0,15.0,270.0,4,1,0,1,1,1,1,0,1,0.0,0.0,0,0,1,1,0,1,1,9,7,1997,0,8,occupation,2,316500
shop,nlongkak,yaounde,3.868147,11.509739,I,5.0,4.0,20.0,0,0,0,0,1,1,1,1,1,0.0,9.0,0,0,1,1,0,0,1,9,7,2011,0,10,foncier,6,439000
apartment,bastos,yaounde,3.882264,11.514441,V,15.0,8.0,120.0,3,1,3,0,0,0,1,1,1,0.0,0.0,0,0,1,0,0,1,0,10,5,2004,0,1,occupation,6,270500
land,ndogpassi,douala,4.087604,9.749711,I,54.0,38.0,2052.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,1,0,4,10,2018,0,2,none,2,452500
store,logpom,douala,4.079603,9.717042,III,19.0,17.0,323.0,0,1,0,0,1,1,1,0,0,0.0,5.0,1,0,0,1,0,0,0,6,5,1976,0,1,none,3,600000
apartment,bonanjo,douala,4.044812,9.696976,V,6.0,7.0,42.0,2,1,2,0,0,1,0,1,1,0.0,0.0,0,0,0,1,1,1,1,7,7,2016,0,10,occupation,3,202000
apartment,nkoldongo,yaounde,3.829793,11.487878,III,15.0,10.0,150.0,2,1,3,0,0,0,1,0,0,0.0,0.0,0,0,1,0,0,1,0,3,8,1976,0,4,occupation,3,259000
studio,logpom,douala,4.079832,9.722811,III,6.0,4.0,24.0,1,1,0,1,0,1,1,0,0,0.0,0.0,0,0,1,1,1,0,0,10,7,1991,0,4,none,3,95000
apartment,bastos,yaounde,3.880123,11.513838,III,10.0,5.0,50.0,2,1,5,0,1,0,1,0,1,0.0,0.0,0,0,0,1,0,0,0,7,9,2001,1,2,occupation,6,306500
house,ndogpassi,douala,4.092584,9.745295,I,18.0,8.0,144.0,3,2,0,0,0,1,1,0,0,0.0,0.0,0,0,1,0,0,0,0,9,4,2021,1,10,none,6,225500
land,odza,yaounde,3.934939,11.555108,III,27.0,16.0,432.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,1,1,0,0,1,3,4,1991,0,9,none,3,37000
shop,essos,yaounde,3.88043,11.528949,III,6.0,5.0,30.0,0,0,1,0,1,1,1,0,1,0.0,14.0,1,0,1,0,1,1,1,9,7,1996,0,6,none,3,317000
office,ngousso,yaounde,3.890116,11.532648,III,15.0,18.0,270.0,0,1,2,0,1,0,1,0,1,20.0,19.0,0,0,0,1,1,0,0,6,5,2009,0,4,occupation,6,919000
house,bonapriso,douala,4.031422,9.689981,II,21.0,17.0,357.0,3,2,0,0,1,0,1,0,0,0.0,0.0,0,0,1,1,0,0,0,4,6,2019,0,8,foncier,6,635500
house,ekounou,yaounde,3.813034,11.545781,II,19.0,7.0,133.0,5,3,0,1,1,1,1,1,1,0.0,0.0,0,0,1,1,0,1,0,3,8,1988,0,2,occupation,6,277500
shop,nlongkak,yaounde,3.860807,11.508554,IV,9.0,8.0,72.0,0,0,0,0,0,1,1,1,1,0.0,15.0,0,0,1,1,1,0,0,4,5,2008,1,2,occupation,2,348000
office,akwa,douala,4.04975,9.703774,III,29.0,13.0,377.0,0,2,2,0,1,0,1,1,1,30.0,18.0,3,0,0,0,0,0,0,5,7,2010,0,2,none,3,1333000
house,bastos,yaounde,3.880576,11.511058,IV,13.0,13.0,169.0,4,2,0,0,0,1,1,0,1,0.0,0.0,0,0,1,0,0,0,0,4,10,1990,0,4,foncier,1,417000
house,bonaberi,douala,4.059963,9.658365,II,9.0,6.0,54.0,3,1,0,0,1,1,1,0,1,0.0,0.0,0,0,0,1,0,1,0,5,9,1999,0,10,occupation,3,195500
house,bonanjo,douala,4.044923,9.696187,III,9.0,17.0,153.0,4,2,0,0,0,0,1,0,0,0.0,0.0,0,0,1,1,0,1,0,9,9,2011,0,10,occupation,6,408000
house,deido,douala,4.059121,9.710963,I,19.0,12.0,228.0,4,2,0,1,0,1,1,0,1,0.0,0.0,0,0,1,1,1,0,0,4,10,1983,1,8,occupation,3,448000
store,cite_sic,douala,4.068773,9.725467,III,17.0,15.0,255.0,0,0,0,0,1,1,1,1,0,0.0,16.0,5,1,0,1,0,1,0,5,4,1989,0,7,occupation,1,631000
apartment,omnisport,yaounde,3.865654,11.52447,III,11.0,8.0,88.0,3,1,5,1,0,1,1,1,1,0.0,0.0,0,0,1,1,0,0,0,5,3,2012,0,3,foncier,3,309500
house,ndogpassi,douala,4.088726,9.746635,V,20.0,7.0,140.0,4,3,0,0,1,1,1,1,0,0.0,0.0,0,0,0,1,0,1,0,9,5,2021,1,9,none,2,171000
shop,omnisport,yaounde,3.867908,11.521687,V,8.0,9.0,72.0,0,1,0,0,1,1,1,0,1,0.0,8.0,4,0,1,1,0,1,0,8,8,1979,0,2,foncier,6,394500
apartment,ekounou,yaounde,3.806689,11.552716,IV,10.0,10.0,100.0,3,1,1,0,0,0,1,0,0,0.0,0.0,0,0,0,1,0,1,0,10,7,2021,0,8,occupation,3,144500
house,bonaberi,douala,4.051888,9.661353,V,17.0,15.0,255.0,2,3,0,0,0,0,0,1,1,0.0,0.0,0,0,0,1,0,1,0,4,3,1992,0,9,none,2,160000
warehouse,deido,douala,4.0623,9.710722,II,55.0,10.0,550.0,0,0,0,0,1,0,1,0,0,0.0,12.0,5,1,1,1,0,0,0,4,8,2004,0,3,occupation,3,570000
apartment,cite_sic,douala,4.067697,9.720119,II,10.0,11.0,110.0,3,1,5,1,1,1,1,0,1,0.0,0.0,0,0,0,0,0,1,0,4,8,1982,1,7,none,1,227500
store,ndogpassi,douala,4.093,9.740898,II,23.0,15.0,345.0,0,1,0,0,1,1,1,1,0,0.0,9.0,3,0,0,1,1,0,0,7,5,1994,0,7,foncier,1,809000
shop,akwa,douala,4.048363,9.699326,IV,5.0,8.0,40.0,0,1,0,0,1,0,1,1,0,0.0,15.0,3,0,1,0,1,0,0,9,5,1991,0,6,occupation,6,372500
land,ekounou,yaounde,3.809633,11.5473,III,55.0,23.0,1265.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,1,1,0,0,0,5,6,2010,0,9,foncier,3,208000
studio,bastos,yaounde,3.876305,11.514925,IV,4.0,4.0,16.0,1,1,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,8,3,1995,0,10,occupation,3,111000
warehouse,bonanjo,douala,4.04586,9.691936,III,32.0,12.0,384.0,0,0,0,0,1,0,1,1,0,10.0,4.0,4,1,1,0,0,1,0,7,10,1991,0,5,foncier,3,514500
apartment,bonaberi,douala,4.053118,9.664403,III,10.0,11.0,110.0,2,2,4,0,0,1,0,0,1,0.0,0.0,0,0,1,1,0,1,0,9,7,2014,0,2,occupation,6,232000
shop,nkol_foulou,yaounde,3.815066,11.475566,III,9.0,4.0,36.0,0,0,0,0,1,0,1,0,0,0.0,11.0,1,0,1,1,0,1,0,7,4,2022,0,9,none,6,191500
shop,nlongkak,yaounde,3.863343,11.509901,III,3.0,6.0,18.0,0,1,0,0,1,0,1,0,1,0.0,15.0,5,0,1,1,0,1,0,7,8,2023,1,1,none,6,320000
